region,category,channel,units,unit_price,discount,revenue,high_value
East,Grocery,Partner,7,420.00263452404647,0.042,2850.05,0
East,Electronics,Retail,22,369.18462037703955,0.083,7510.96,1
West,Home,Online,2,806.3156874374936,0.197,1250.38,0
East,Grocery,Online,2,638.8211262409602,0.144,1074.35,0
East,Toys,Partner,18,94.1753890435075,0.231,1298.05,0
West,Electronics,Online,1,156.49857249442613,0.269,115.6,0
East,Grocery,Partner,5,884.1784593006525,0.247,3332.33,0
North,Electronics,Retail,24,869.1182221803208,0.055,20126.39,1
East,Toys,Retail,11,933.7591507495702,0.027,9804.19,1
West,Toys,Retail,18,430.7369286351908,0.051,7476.84,1
West,Apparel,Online,12,772.6984713350788,0.235,7273.03,1
South,Home,Online,3,815.0960262217487,0.274,1812.92,0
North,Electronics,Retail,5,323.0690296046654,0.278,1191.55,0
South,Grocery,Partner,19,159.52420277805655,0.089,2847.02,1
West,Apparel,Partner,3,977.1453071736059,0.252,2119.77,0
West,Apparel,Online,15,49.0104356012959,0.161,626.53,0
West,Home,Retail,9,593.4424819629853,0.247,4172.55,0
South,Toys,Partner,9,644.2037832144406,0.165,4869.72,0
South,Home,Partner,23,674.5177682908625,0.044,14495.89,1
South,Home,Retail,15,265.40263421032614,0.024,4040.53,1
South,Home,Retail,15,712.7160745268967,0.287,7424.12,1
North,Grocery,Online,9,227.7435807500149,0.128,1763.82,0
North,Apparel,Online,10,815.8767255216152,0.105,7110.53,0
South,Grocery,Retail,17,230.35200712124916,0.107,3487.05,1
West,Toys,Partner,1,688.8377879130344,0.114,606.35,0
West,Grocery,Online,6,772.0769464006169,0.283,3319.15,0
South,Grocery,Online,15,201.3879204437012,0.019,3064.89,1
West,Toys,Retail,15,248.46702812729865,0.036,3586.6,1
East,Apparel,Partner,3,767.9395891849922,0.237,1759.87,0
North,Toys,Retail,19,102.55901276955473,0.165,1677.43,1
West,Toys,Partner,14,203.13051436799756,0.039,2802.39,1
South,Apparel,Online,6,457.3096699423186,0.01,2659.86,0
South,Toys,Partner,19,912.9746515949797,0.067,15553.67,1
West,Apparel,Retail,24,559.40272149729,0.078,12506.7,1
North,Home,Retail,11,392.17073427989646,0.004,4415.16,0
South,Toys,Partner,7,959.2354133335775,0.065,6304.74,0
North,Electronics,Partner,8,465.162853972437,0.221,2831.91,0
East,Apparel,Online,15,436.38557473998276,0.257,4957.42,1
North,Toys,Retail,2,415.17854421221455,0.269,615.22,0
North,Home,Partner,12,319.6928697025244,0.117,3405.09,0
North,Grocery,Online,1,332.667017348081,0.096,309.47,0
East,Electronics,Partner,1,680.3235775323182,0.3,487.06,0
West,Toys,Partner,11,59.20217344820589,0.231,507.52,0
South,Grocery,Partner,18,674.5440566204661,0.161,10321.24,1
East,Grocery,Partner,22,213.15631820083792,0.076,4389.27,1
West,Electronics,Partner,3,388.8396830763132,0.096,1056.66,0
West,Grocery,Online,6,160.67741365791872,0.155,812.28,0
East,Apparel,Retail,11,550.641002309571,0.163,5154.76,0
East,Apparel,Online,14,720.1764271540541,0.004,10130.91,1
West,Apparel,Partner,24,360.4693530141101,0.288,6154.76,1
South,Toys,Partner,17,176.87991443865243,0.173,2412.48,1
East,Toys,Online,13,237.4453586539285,0.177,2581.47,0
West,Home,Partner,2,805.3884017845496,0.063,1526.93,0
East,Electronics,Retail,2,276.94278565745833,0.229,421.66,0
North,Grocery,Online,4,763.714489290778,0.221,2352.38,0
West,Apparel,Online,16,337.95143053396265,0.029,5144.03,1
South,Electronics,Partner,8,201.18325216924404,0.178,1371.87,0
North,Home,Retail,6,718.2162172423338,0.197,3560.08,0
South,Home,Retail,17,469.8032282961984,0.251,6011.22,1
North,Toys,Online,20,50.02616122381415,0.062,931.11,1
West,Grocery,Retail,11,941.5447225706226,0.263,7777.72,1
South,Electronics,Online,22,161.84330726922312,0.138,3076.0,1
West,Apparel,Online,18,359.2706973949677,0.029,6518.38,1
South,Home,Partner,18,389.40284959587905,0.032,6543.48,1
South,Toys,Partner,21,489.8527032880768,0.059,9319.33,1
North,Toys,Retail,5,774.0262614408039,0.085,3560.61,0
North,Apparel,Retail,19,25.846668488121693,0.149,407.99,1
West,Toys,Retail,23,915.1731692826318,0.225,16449.08,1
South,Grocery,Retail,24,640.1498817948907,0.056,14829.76,1
North,Home,Partner,14,932.6229239829781,0.298,8900.46,1
South,Grocery,Retail,19,804.6939559198264,0.048,14486.15,1
West,Toys,Retail,22,910.7246893598882,0.18,16677.45,1
South,Apparel,Partner,21,596.9605288982509,0.279,9279.99,1
West,Apparel,Partner,22,363.01662356208783,0.25,5988.02,1
East,Toys,Retail,20,445.1975005890596,0.194,7007.88,1
East,Apparel,Retail,10,651.7110179687484,0.215,5151.05,0
North,Apparel,Online,18,429.85458537568286,0.04,7400.86,1
West,Apparel,Online,10,722.4058721290776,0.003,7359.07,0
East,Toys,Partner,20,108.1740954368284,0.13,1890.6,1
West,Apparel,Online,20,816.7871830254932,0.027,15614.2,1
North,Toys,Retail,23,216.02109405632402,0.107,4527.15,1
West,Grocery,Online,15,926.1897051437337,0.067,12980.43,1
South,Grocery,Online,12,169.3239679397772,0.275,1435.12,0
South,Grocery,Online,4,143.99762825830192,0.264,426.07,0
North,Electronics,Online,16,799.4010661638971,0.246,9989.86,1
South,Home,Partner,14,805.9537545948938,0.214,9014.53,1
West,Apparel,Partner,13,729.2090430859973,0.046,8898.09,1
East,Grocery,Retail,17,942.1092453485164,0.015,16041.75,1
East,Toys,Online,21,279.7180435379994,0.196,4640.62,1
South,Apparel,Partner,4,813.582789430676,0.193,2635.21,0
South,Home,Online,11,357.958908841684,0.111,3507.93,0
North,Toys,Online,18,535.9026805465671,0.142,8109.22,1
East,Home,Retail,20,447.7760285132756,0.147,7546.1,1
West,Home,Retail,19,25.616021766662946,0.072,467.64,1
East,Electronics,Partner,20,571.4837057975914,0.094,10148.67,1
East,Home,Partner,21,737.6056522533949,0.126,13864.04,1
East,Apparel,Partner,24,187.5702882322604,0.181,3736.25,1
North,Grocery,Retail,15,914.3896274173159,0.287,9804.92,1
East,Grocery,Retail,6,529.1835578417637,0.162,2583.58,0
South,Toys,Retail,14,191.1161630250498,0.219,2040.28,0
West,Electronics,Online,18,640.1096680802099,0.242,8509.36,1
West,Grocery,Online,3,204.24580017473022,0.034,596.01,0
North,Apparel,Partner,19,80.99201436352296,0.196,1284.09,1
South,Home,Partner,14,677.9026327224725,0.145,8359.38,1
West,Grocery,Retail,23,126.2670879732747,0.172,2313.3,1
East,Grocery,Partner,6,121.9687504413779,0.012,709.94,0
East,Electronics,Retail,22,730.3458206545408,0.272,11376.49,1
South,Apparel,Retail,11,72.99414387974832,0.286,595.11,0
East,Toys,Online,14,797.3784118860365,0.001,10916.25,1
North,Home,Retail,16,784.3028083019145,0.064,11465.06,1
West,Apparel,Online,14,155.73769095465536,0.054,2082.54,1
South,Home,Online,22,517.6454213858901,0.234,8762.57,1
East,Grocery,Retail,5,112.76047133018466,0.179,452.73,0
South,Apparel,Online,18,627.2683709945477,0.053,10838.15,1
North,Toys,Online,24,80.4128124517247,0.244,1411.97,1
West,Toys,Partner,6,926.7016220698374,0.106,4779.7,0
East,Grocery,Retail,7,219.42150595479836,0.138,1279.76,0
South,Apparel,Retail,12,675.5788697106992,0.116,7089.07,0
West,Apparel,Online,18,143.15976740202564,0.156,2257.53,1
West,Home,Retail,24,221.21259039370543,0.144,4561.77,1
West,Home,Partner,20,452.9116629280358,0.082,8484.91,1
East,Home,Retail,20,570.1722956878556,0.127,9813.04,1
West,Toys,Online,11,978.9087107760156,0.273,7965.7,1
East,Toys,Partner,16,44.88917896730637,0.151,632.52,0
East,Apparel,Retail,6,20.301842858323482,0.275,87.31,0
West,Toys,Retail,12,356.35241092635005,0.165,3713.21,1
East,Apparel,Partner,5,371.5101130903231,0.231,1444.27,0
West,Home,Online,1,868.4837466546863,0.088,807.81,0
South,Electronics,Retail,21,896.0792457894099,0.237,14073.21,1
East,Apparel,Retail,20,865.3039773049461,0.079,16121.36,1
East,Grocery,Partner,13,157.45160046660587,0.006,2036.38,0
East,Home,Partner,1,415.62064177383047,0.048,410.12,0
North,Toys,Online,3,736.0497558032223,0.006,2265.96,0
West,Electronics,Online,3,320.10662507287174,0.284,681.91,0
West,Toys,Partner,18,656.7085073701292,0.3,8570.34,1
East,Apparel,Retail,5,247.65714866344834,0.229,984.11,0
West,Toys,Retail,7,330.48248764237576,0.032,2255.54,0
West,Grocery,Partner,21,846.0124633745445,0.27,12535.8,1
West,Home,Retail,22,260.4886746454353,0.223,4331.96,1
North,Electronics,Partner,19,945.7511234094684,0.1,15624.91,1
South,Home,Online,8,314.00917849937304,0.151,2065.87,0
West,Electronics,Partner,14,42.58698543034626,0.199,495.79,0
South,Home,Retail,5,264.70486765046763,0.007,1284.0,0
North,Electronics,Partner,21,184.3567445536887,0.15,3341.01,1
West,Toys,Retail,3,506.55388756884776,0.22,1198.28,0
East,Apparel,Retail,18,128.20742367474563,0.056,2201.36,1
West,Apparel,Partner,13,621.0069221555933,0.133,6835.14,1
North,Electronics,Online,19,859.9031077342348,0.16,13811.17,1
East,Grocery,Partner,11,368.0181265315863,0.221,3185.22,0
South,Grocery,Retail,4,181.75301053318827,0.289,519.82,0
West,Grocery,Retail,19,404.02399595303643,0.254,5582.86,1
South,Electronics,Online,16,774.528148592602,0.186,10267.46,1
North,Apparel,Partner,12,587.8281671164118,0.175,5620.82,0
West,Grocery,Online,9,117.097484794499,0.181,869.42,0
East,Home,Partner,9,535.699668153952,0.164,4010.05,0
North,Electronics,Partner,12,469.3619661973695,0.018,5420.47,1
West,Electronics,Partner,7,334.027765780315,0.209,1894.99,0
East,Apparel,Online,7,125.75417221119037,0.215,673.1,0
South,Grocery,Partner,7,961.8674581954639,0.154,5893.49,0
West,Electronics,Online,1,189.00158709752537,0.261,143.97,0
East,Grocery,Partner,23,205.03317515911564,0.202,3721.21,1
West,Toys,Online,6,159.7593844181464,0.109,840.76,0
West,Grocery,Online,4,567.3853171509805,0.006,2190.5,0
South,Grocery,Online,4,445.9227915033924,0.018,1809.92,0
North,Apparel,Online,24,259.57489474549374,0.106,5626.26,1
East,Grocery,Partner,12,432.24644770066703,0.139,4298.69,0
East,Electronics,Partner,8,666.5809770192492,0.05,5070.47,0
North,Apparel,Online,10,290.432510238685,0.057,2648.03,0
East,Apparel,Retail,3,898.6359449891652,0.069,2524.7,0
West,Electronics,Online,8,314.0923876905976,0.234,1926.14,0
East,Electronics,Retail,6,210.25186958993913,0.231,937.73,0
East,Electronics,Retail,20,936.3851329979019,0.115,16992.82,1
South,Electronics,Retail,2,798.1381857134522,0.052,1484.5,0
East,Apparel,Online,11,349.41211984972693,0.033,3729.03,0
East,Electronics,Partner,19,827.774577098121,0.026,15489.19,1
South,Electronics,Online,21,518.061679187648,0.117,9961.7,1
East,Grocery,Online,13,352.8823983306203,0.014,4521.01,1
South,Electronics,Retail,6,826.0271259576458,0.1,4609.46,0
East,Electronics,Partner,9,742.0784641898628,0.288,4700.02,0
East,Electronics,Retail,6,305.9598489373816,0.152,1601.24,0
East,Electronics,Partner,16,602.4113746476548,0.247,7104.47,1
North,Home,Partner,8,374.6146145790053,0.039,2927.84,0
North,Grocery,Partner,16,21.00989365797261,0.08,299.09,0
West,Toys,Retail,16,943.3431117442682,0.284,11227.16,1
East,Home,Retail,23,547.6439130299233,0.115,11552.1,1
East,Electronics,Retail,9,594.4952975991519,0.195,4287.21,0
North,Toys,Partner,24,595.8957686502031,0.293,10130.52,1
East,Electronics,Retail,10,548.6158023866267,0.165,4616.77,0
North,Toys,Partner,17,298.4459309826497,0.092,4523.9,1
North,Home,Retail,16,952.713079911734,0.16,12983.18,1
South,Grocery,Retail,20,616.8016760146735,0.016,12331.48,1
West,Apparel,Retail,12,664.084506131803,0.034,7713.51,1
East,Toys,Partner,20,456.60104702436786,0.002,8856.92,1
West,Home,Online,9,296.3469444711513,0.265,2026.07,0
South,Home,Online,12,81.77502288793218,0.201,759.91,0
North,Grocery,Online,12,356.2209887051708,0.089,3934.45,1
North,Toys,Online,17,189.05353209765644,0.066,2906.48,1
West,Home,Online,15,655.6047375267314,0.205,7596.74,1
East,Home,Online,2,863.8437294106106,0.276,1202.87,0
South,Toys,Retail,20,310.6446639158262,0.09,5591.93,1
South,Apparel,Retail,19,339.5673203974847,0.096,5897.54,1
South,Electronics,Online,3,663.5499236758512,0.256,1483.6,0
South,Home,Retail,24,163.30057687158688,0.268,2908.92,1
West,Electronics,Online,16,912.2599296105911,0.274,10745.18,1
West,Electronics,Retail,3,369.29290978446375,0.088,981.3,0
East,Home,Partner,12,117.15146808970367,0.036,1307.22,0
South,Toys,Retail,21,187.69664472381584,0.132,3455.65,1
North,Toys,Retail,7,915.4362329671598,0.089,5909.3,0
West,Apparel,Online,23,257.2345168342592,0.265,4368.28,1
South,Home,Retail,11,655.7780516780349,0.011,6989.11,0
North,Electronics,Online,6,169.91861459673453,0.19,846.33,0
South,Toys,Retail,9,206.3376246548266,0.272,1306.03,0
South,Apparel,Retail,13,864.0686901439784,0.293,8025.72,1
East,Toys,Partner,17,162.11189129845934,0.195,2151.13,1
West,Grocery,Partner,23,38.000563266827996,0.285,632.64,1
North,Toys,Retail,5,501.1838619452252,0.023,2432.17,0
South,Apparel,Partner,24,848.2177407324173,0.108,18475.48,1
East,Grocery,Partner,13,332.9514035989997,0.003,4160.79,0
West,Toys,Online,4,143.0357798198821,0.294,405.71,0
North,Toys,Online,23,962.9415963830123,0.271,15686.95,1
South,Grocery,Partner,9,669.6690843098368,0.008,6066.04,0
East,Grocery,Online,15,836.6630066702302,0.005,12107.54,1
North,Electronics,Online,17,742.0527414357667,0.11,10844.26,1
West,Grocery,Online,1,690.3125830296225,0.078,647.32,0
East,Toys,Partner,6,389.18150444568346,0.254,1681.15,0
North,Apparel,Partner,17,331.3663934754938,0.048,5244.65,1
West,Apparel,Retail,8,708.2802520586952,0.237,4435.66,0
North,Toys,Online,1,708.044487850141,0.166,605.14,0
West,Apparel,Partner,1,932.5648486871296,0.113,850.62,0
South,Home,Retail,20,565.9134251343894,0.044,10669.73,1
East,Toys,Partner,4,302.8362615561666,0.299,851.06,0
South,Toys,Partner,3,489.94764735725835,0.185,1224.12,0
East,Grocery,Partner,14,609.1652640568824,0.132,7187.6,1
North,Electronics,Retail,3,429.660607593836,0.111,1166.48,0
West,Apparel,Online,16,779.4877984251663,0.272,8787.1,1
West,Grocery,Online,14,581.2286837272043,0.246,6338.29,1
East,Home,Online,16,29.058298522544526,0.243,355.82,0
North,Apparel,Partner,12,567.0462927027281,0.185,5542.74,1
East,Apparel,Online,19,628.2596345041865,0.266,8751.01,1
North,Apparel,Online,16,898.6508014823079,0.09,12750.82,1
North,Home,Partner,10,417.17280671762103,0.211,3250.92,0
South,Apparel,Partner,1,571.488952900504,0.121,511.47,0
North,Toys,Partner,7,475.99755268579895,0.18,2741.18,0
West,Home,Online,4,530.39017133013,0.299,1490.7,0
North,Toys,Partner,1,84.6119078422366,0.295,58.2,0
South,Electronics,Retail,7,881.3923208317774,0.154,5299.09,0
West,Toys,Online,5,893.9958462383606,0.172,3669.17,0
East,Grocery,Online,2,546.1372254489274,0.269,778.19,0
South,Electronics,Retail,8,554.2932950921077,0.296,3232.61,0
East,Apparel,Online,13,75.25379450619636,0.234,749.78,0
North,Toys,Online,5,594.0324925949665,0.02,2917.29,0
East,Toys,Online,7,431.985718283996,0.097,2835.74,0
East,Toys,Retail,1,700.6818850250598,0.269,506.72,0
South,Home,Retail,2,65.23991993174948,0.231,103.9,0
East,Toys,Retail,4,702.4521754203101,0.223,2217.27,0
North,Toys,Online,11,295.41807087902134,0.2,2627.36,0
North,Electronics,Retail,16,645.6371172349836,0.125,8846.87,1
East,Toys,Online,19,622.0409362996381,0.121,10016.17,1
East,Home,Partner,16,237.76782524694323,0.243,2865.51,1
South,Electronics,Partner,15,442.8342514076161,0.088,5820.58,1
North,Home,Retail,23,822.2079286911916,0.205,14518.11,1
East,Home,Partner,7,601.3679778509829,0.218,3316.99,0
South,Electronics,Retail,20,85.98876989927501,0.253,1307.74,1
West,Grocery,Retail,23,445.1924780679965,0.096,9010.55,1
East,Apparel,Retail,14,319.3006004268003,0.223,3537.96,1
South,Apparel,Retail,21,635.9798517551674,0.032,13393.33,1
East,Home,Partner,4,609.9813836434504,0.041,2385.41,0
North,Grocery,Retail,22,29.982177449734912,0.125,590.3,1
South,Toys,Partner,14,603.3876890417245,0.017,8437.16,1
North,Toys,Online,6,725.4556678255393,0.284,3047.93,0
North,Apparel,Retail,2,757.9808311055124,0.271,1092.84,0
West,Grocery,Online,18,76.61673957436271,0.015,1407.24,1
East,Grocery,Retail,11,311.5120804254742,0.251,2599.65,0
North,Home,Online,8,424.42261812946293,0.153,2942.38,0
South,Home,Online,10,192.58083948311534,0.211,1576.44,0
East,Electronics,Online,24,423.90451631840943,0.266,7307.06,1
South,Toys,Retail,11,88.28435439256864,0.173,791.67,0
West,Grocery,Partner,2,128.6885916867695,0.035,251.25,0
North,Home,Online,7,661.9469723296827,0.001,4452.86,0
East,Home,Retail,4,272.0695627137488,0.149,931.4,0
North,Home,Online,17,702.9496135803896,0.285,8755.36,1
East,Electronics,Retail,20,66.18418689600126,0.172,1105.69,1
West,Toys,Partner,21,560.1949309217628,0.112,10275.52,1
North,Toys,Partner,16,395.79071704336667,0.009,6388.17,1
East,Grocery,Retail,19,785.0925362388467,0.274,10522.9,1
West,Grocery,Partner,11,772.5935169973394,0.098,7907.77,0
North,Home,Partner,16,380.5372567592078,0.211,4650.53,1
East,Grocery,Online,3,617.8054535242057,0.208,1510.59,0
West,Home,Retail,13,238.4469140667086,0.076,2863.72,0
West,Toys,Partner,14,577.1905627332034,0.019,7881.89,1
North,Toys,Partner,1,98.01410618962154,0.116,86.65,0
South,Grocery,Partner,14,437.2201127538657,0.095,5406.72,1
South,Toys,Partner,18,195.41857427658476,0.21,2769.45,1
East,Electronics,Partner,9,868.0459348078618,0.246,6055.36,0
East,Electronics,Partner,14,447.1047852481585,0.067,5980.69,1
East,Home,Retail,7,587.1427986920335,0.158,3367.33,0
North,Home,Online,7,365.96658591681,0.012,2566.14,0
East,Toys,Retail,4,297.19139383021076,0.064,1144.45,0
East,Home,Retail,8,214.80299173907224,0.229,1358.8,0
South,Home,Partner,20,895.3967193603388,0.238,13564.66,1
South,Grocery,Partner,23,787.4871511298745,0.233,13389.83,1
South,Apparel,Online,16,147.93069865378965,0.043,2343.25,1
West,Home,Partner,15,736.8558812401263,0.165,9152.25,1
North,Home,Retail,15,421.78954595518707,0.127,5461.9,1
North,Home,Retail,12,34.78078876214706,0.297,299.5,0
East,Grocery,Partner,11,527.2326275611731,0.196,4574.8,0
North,Grocery,Online,15,144.84458248147146,0.281,1603.98,1
North,Home,Online,19,221.53694056985088,0.044,3887.52,1
West,Home,Online,10,688.1993229671293,0.135,6067.56,0
South,Home,Retail,14,266.85635565554827,0.231,2980.03,1
North,Electronics,Partner,12,876.212673768144,0.11,9729.1,1
North,Home,Partner,7,650.8829680872032,0.19,3815.63,0
North,Apparel,Partner,7,818.9921455143767,0.154,4993.93,0
South,Electronics,Online,2,610.5819567969767,0.298,842.09,0
North,Electronics,Online,11,854.0956073811352,0.052,9239.01,1
West,Home,Partner,18,367.21728802126415,0.281,4915.21,1
South,Electronics,Online,17,547.1749538101565,0.12,8208.25,1
North,Toys,Online,24,515.2547844265603,0.14,10551.55,1
South,Home,Retail,1,887.6390797548517,0.159,723.17,0
East,Apparel,Online,19,178.318792264269,0.08,3139.61,1
West,Toys,Online,20,574.9383326592247,0.289,8306.79,1
South,Home,Online,11,744.2539464579012,0.273,5906.09,0
North,Toys,Retail,7,375.2477701123139,0.292,1845.75,0
South,Toys,Retail,9,852.8782636313373,0.299,5412.37,0
East,Electronics,Partner,17,378.0941763946247,0.201,4941.64,1
East,Apparel,Online,21,186.37640950007946,0.136,3505.48,1
South,Home,Online,16,580.6864211888305,0.255,6805.44,1
West,Grocery,Online,13,423.74528963582,0.007,5312.98,1
North,Electronics,Online,16,34.582500494724364,0.25,398.57,0
West,Electronics,Partner,2,87.04504879376309,0.149,152.38,0
West,Grocery,Retail,15,207.46609299832642,0.202,2555.53,1
South,Grocery,Partner,2,758.5567611374262,0.112,1303.58,0
East,Electronics,Retail,24,876.3579353923984,0.111,18177.78,1
South,Home,Online,22,543.8152390536536,0.01,11794.93,1
South,Toys,Online,13,121.34284401355853,0.127,1342.49,0
North,Electronics,Partner,9,533.0421941521721,0.123,4286.68,0
West,Apparel,Retail,18,841.3812421730672,0.067,13630.56,1
East,Apparel,Online,16,739.4985239576861,0.074,10999.98,1
North,Toys,Retail,17,299.45423714948,0.175,4160.47,1
West,Apparel,Retail,13,138.9349849168235,0.095,1629.99,0
East,Home,Partner,6,884.6544317717533,0.249,3962.26,0
West,Apparel,Partner,2,839.9251967669226,0.033,1579.34,0
South,Toys,Online,7,71.56675053941676,0.173,405.03,0
West,Electronics,Online,13,810.7275102315817,0.048,9684.24,1
East,Apparel,Online,11,113.32413227354192,0.158,1017.3,0
North,Apparel,Retail,13,80.75228806595554,0.166,908.99,0
East,Grocery,Online,7,748.2568612604091,0.193,4152.44,0
South,Grocery,Retail,23,534.8581970479597,0.128,10561.51,1
South,Home,Partner,9,417.9661031267061,0.153,3091.11,0
South,Electronics,Online,21,887.7077081369811,0.054,17995.19,1
South,Toys,Retail,10,825.7314291850436,0.139,7350.78,0
East,Home,Online,11,75.31853268517435,0.112,752.77,0
East,Grocery,Partner,15,611.4437522635254,0.2,7403.43,1
West,Apparel,Retail,7,761.3767070791599,0.13,4752.98,0
West,Grocery,Partner,6,548.470956583954,0.234,2501.46,0
South,Grocery,Online,10,963.6852791131407,0.128,8645.01,0
North,Apparel,Online,20,678.6056044616463,0.071,12909.6,1
North,Toys,Partner,4,119.9772921891443,0.082,423.0,0
South,Apparel,Online,11,210.36609151995532,0.014,2279.4,0
North,Apparel,Retail,17,813.1957963514835,0.162,11366.64,1
West,Apparel,Partner,17,976.886406218528,0.249,12059.07,1
West,Toys,Retail,11,114.40569619749411,0.231,994.56,0
North,Apparel,Online,2,116.31614513124646,0.131,194.2,0
East,Toys,Partner,1,752.8515719775521,0.059,721.48,0
North,Home,Online,12,81.78011044787797,0.259,755.59,0
North,Toys,Partner,20,85.81771142225357,0.017,1684.75,1
North,Grocery,Online,1,873.263823689276,0.12,760.56,0
North,Electronics,Retail,22,788.4318198257129,0.257,12996.82,1
South,Grocery,Retail,17,866.3006718698069,0.118,13305.94,1
South,Electronics,Online,1,644.4928660474435,0.035,609.01,0
North,Home,Retail,9,329.6349650613041,0.08,2674.94,0
West,Apparel,Online,6,890.0606627194795,0.18,4416.65,0
East,Toys,Online,23,306.7745839754545,0.046,6968.12,1
South,Toys,Partner,14,284.49040587665536,0.196,3150.59,1
South,Grocery,Retail,8,870.9444024250604,0.131,5995.11,0
North,Home,Partner,7,673.5896887934796,0.1,4411.1,0
South,Grocery,Online,14,879.845201320873,0.072,11134.86,1
South,Apparel,Online,1,169.6652376838135,0.247,123.43,0
South,Apparel,Online,7,934.2049258550061,0.119,5802.61,0
North,Apparel,Retail,4,608.232470432314,0.222,1820.78,0
East,Home,Partner,15,661.3136423296905,0.132,8390.18,1
East,Toys,Retail,17,897.4981571133935,0.028,14975.25,1
East,Grocery,Retail,12,385.52285570684353,0.132,4066.85,1
West,Apparel,Partner,4,710.7919949080277,0.152,2413.02,0
North,Apparel,Online,9,634.7269962795046,0.137,4884.08,0
West,Grocery,Partner,21,776.2426101113218,0.245,12382.35,1
East,Home,Online,5,881.065080159975,0.273,3239.41,0
East,Apparel,Retail,4,672.8584212128909,0.236,2106.18,0
South,Grocery,Retail,3,84.93397232294178,0.175,215.13,0
South,Home,Online,20,195.81473201578902,0.162,3325.12,1
West,Grocery,Retail,3,935.8190549764007,0.193,2337.07,0
South,Grocery,Partner,14,949.9044544421372,0.086,12483.67,1
North,Grocery,Retail,24,948.716781150428,0.244,16708.47,1
South,Home,Partner,16,55.32742438411326,0.257,681.76,0
South,Toys,Retail,10,387.15024123144156,0.08,3673.41,0
North,Grocery,Retail,5,749.2857958284762,0.271,2692.02,0
West,Apparel,Retail,1,742.7703715115176,0.255,532.12,0
North,Electronics,Retail,4,102.47254875196018,0.127,360.81,0
West,Apparel,Online,23,605.1093316059382,0.273,10068.19,1
West,Toys,Retail,4,157.15483379922316,0.036,618.09,0
North,Home,Online,1,493.4809595530816,0.008,490.5,0
North,Electronics,Online,20,250.09827280747663,0.104,4329.92,1
North,Home,Retail,11,71.03472486533857,0.17,635.3,0
West,Electronics,Retail,9,96.81864850554518,0.105,803.74,0
West,Home,Retail,18,894.4572317407119,0.283,11116.92,1
East,Home,Retail,13,734.8601256334726,0.076,8994.27,1
North,Toys,Retail,22,914.5510225020324,0.084,18123.27,1
North,Home,Retail,12,471.1903350402106,0.19,4562.62,0
South,Home,Online,18,416.7607989946921,0.001,7512.78,1
North,Toys,Retail,22,364.0710008020118,0.218,6138.25,1
West,Toys,Retail,12,611.6548122100064,0.113,6589.6,1
East,Grocery,Online,7,357.4970114924803,0.293,1796.63,0
East,Apparel,Online,24,736.422304622726,0.207,13550.34,1
West,Home,Retail,6,789.2646331672277,0.016,4612.82,0
West,Apparel,Retail,1,860.8108096922058,0.028,853.07,0
West,Home,Online,14,253.08889303546619,0.026,3512.31,1
West,Electronics,Retail,24,525.9411673206804,0.286,9044.69,1
South,Home,Online,3,234.50683206064528,0.205,571.72,0
East,Electronics,Partner,21,56.05359048352749,0.128,994.23,1
West,Home,Online,20,699.5122920030442,0.06,12749.16,1
East,Grocery,Retail,23,547.0220229777196,0.262,9402.14,1
West,Grocery,Partner,11,714.9701883709603,0.06,7507.13,1
North,Home,Retail,7,104.11799495027563,0.212,588.77,0
East,Electronics,Retail,13,975.7051318994643,0.229,9529.95,1
West,Apparel,Retail,4,974.5746242691507,0.088,3560.02,0
East,Electronics,Partner,21,466.3998324833722,0.151,8422.43,1
South,Toys,Partner,16,851.4163665764826,0.067,12429.0,1
North,Grocery,Online,12,253.82581357333453,0.114,2702.33,0
East,Home,Online,13,728.0635147743651,0.29,6794.45,1
East,Electronics,Online,18,864.0568225410232,0.208,12036.6,1
East,Electronics,Online,13,802.0796154375474,0.254,7701.13,1
West,Grocery,Online,21,799.3031151115111,0.162,13746.93,1
South,Apparel,Partner,23,464.5055668053105,0.072,10234.0,1
North,Electronics,Partner,23,807.1903498676219,0.214,14285.13,1
South,Electronics,Retail,15,683.0766205004485,0.15,8445.05,1
West,Apparel,Online,18,147.1533422184362,0.053,2415.1,1
West,Toys,Partner,8,129.6170279019393,0.124,875.29,0
West,Grocery,Online,1,761.0452504972543,0.19,601.24,0
East,Apparel,Retail,10,620.4455252220068,0.221,4875.11,0
South,Toys,Partner,21,518.6010725037223,0.073,9706.04,1
East,Electronics,Online,4,890.971319214875,0.263,2581.77,0
West,Electronics,Online,14,653.2067425963698,0.114,7815.98,1
North,Electronics,Online,5,400.30087528476815,0.081,1825.21,0
East,Grocery,Retail,11,417.37453584913646,0.059,4164.22,0
West,Home,Online,4,601.0345863848815,0.241,1840.44,0
West,Grocery,Online,18,749.8642732988944,0.106,12248.71,1
West,Electronics,Partner,20,561.7791746711591,0.145,9784.21,1
East,Electronics,Retail,19,508.4104469304125,0.067,8813.84,1
East,Grocery,Retail,17,717.8246745480145,0.206,9974.84,1
East,Electronics,Online,6,697.0539679107549,0.234,3252.43,0
West,Electronics,Partner,13,817.1329669890185,0.102,9200.87,1
East,Home,Online,3,80.04971482620263,0.284,171.13,0
South,Toys,Online,9,744.7540467986997,0.009,6784.75,0
East,Apparel,Partner,13,513.2100329136224,0.04,6307.97,1
